DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2016,15.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2017,14.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2018,14.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2019,13.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2020,12.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2021,10.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,MT,2022,10.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2000,15.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2001,15.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2002,15.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2003,14.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2004,14.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2005,14.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2006,12.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2007,11.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2008,11.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2009,11.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2010,10.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2011,9.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2012,8.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2013,9.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2014,8.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2015,8.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2016,8.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2017,7.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2018,7.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2019,7.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2020,7.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2021,5.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NL,2022,5.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2006,17.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2007,18.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2008,17.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2009,17.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2010,17.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2011,16.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2012,14.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2013,13.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2014,11.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2015,10.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2016,10.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2017,10.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2018,9.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2019,9.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2020,9.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2021,12.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,NO,2022,13.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2001,7.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2002,7.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2003,6.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2004,5.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2005,5.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2006,5.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2007,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2008,5.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2009,5.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2010,5.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2011,5.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2012,5.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2013,5.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2014,5.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2015,5.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2016,5.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2017,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2018,4.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2019,5.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2020,5.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2021,5.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PL,2022,4.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2000,43.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2001,44.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2002,45.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2003,41.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2004,39.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2005,38.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2006,38.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2007,36.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2008,34.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2009,30.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2010,28.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2011,23.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2012,20.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2013,18.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2014,17.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2015,13.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2016,14.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2017,12.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2018,11.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2019,10.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2020,8.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2021,5.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,PT,2022,6.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2000,22.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2001,21.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2002,23.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2003,22.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2004,22.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2005,19.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2006,17.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2007,17.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2008,15.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2009,16.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2010,19.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2011,18.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2012,17.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2013,17.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2014,18.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2015,19.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2016,18.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2017,18.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2018,16.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2019,15.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2020,15.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2021,15.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RO,2022,15.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2010,8.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2011,8.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2012,8.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2013,8.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2014,8.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2015,7.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2016,7.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2017,6.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2018,6.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2019,6.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2020,5.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2021,6.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,RS,2022,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2000,7.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2001,10.2,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2002,10.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2003,9.2,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2004,9.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2005,10.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2006,8.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2007,8.0,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2008,7.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2009,7.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2010,6.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2011,6.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2012,7.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2013,7.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2014,6.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2015,7.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2016,7.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2017,7.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2018,7.5,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2019,6.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2020,7.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2021,8.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SE,2022,8.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2001,6.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2002,5.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2003,4.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2004,4.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2005,4.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2006,5.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2007,4.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2008,5.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2009,5.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2010,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2011,4.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2012,4.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2013,3.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2014,4.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2015,5.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2016,4.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2017,4.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2018,4.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2019,4.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2020,4.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2021,3.1,bu
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SI,2022,4.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2002,6.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2003,5.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2004,6.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2005,6.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2006,6.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2007,6.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2008,6.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2009,4.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2010,4.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2011,5.1,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2012,5.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2013,6.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2014,6.7,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2015,6.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2016,7.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2017,9.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2018,8.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2019,8.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2020,7.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2021,7.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,SK,2022,7.4,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2006,48.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2007,46.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2008,45.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2009,44.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2010,43.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2011,41.9,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2012,39.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2013,37.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2014,38.3,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2015,36.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2016,34.3,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2017,32.5,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2018,31.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2019,28.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,TR,2020,26.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2000,18.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2001,17.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2002,17.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2003,12.1,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2004,,bu
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2005,12.0,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2006,11.2,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2007,16.6,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2008,16.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2009,15.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2010,14.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2011,14.9,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2012,13.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2013,12.4,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2014,11.8,b
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2015,10.8,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2016,11.2,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2017,10.6,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2018,10.7,
ESTAT:EDAT_LFSE_16(1.0),14/09/23 23:00:00,A,PC,T,Y18-24,UK,2019,10.9,
